,equity
2015-06-01,315407.3156547982
2015-06-02,314546.73329453054
2015-06-03,315926.8911352593
2015-06-04,313204.6795893151
2015-06-05,314689.8889933068
2015-06-08,311705.2782669503
2015-06-09,311778.22150902334
2015-06-10,314799.7133684594
2015-06-11,315589.3619347054
2015-06-12,314257.1639128167
2015-06-15,315284.475955053
2015-06-16,317700.76531223836
2015-06-17,319121.1275310952
2015-06-18,322858.35523800435
2015-06-19,322622.1591072518
2015-06-22,324378.8747892815
2015-06-23,325162.52791885915
2015-06-24,321426.47054676595
2015-06-25,323764.69619659963
2015-06-26,321689.1585865456
2015-06-29,313627.83827595296
2015-06-30,315207.2176995713
2015-07-01,317745.76891710906
2015-07-02,315960.5759954706
2015-07-06,316184.60565140395
2015-07-07,317287.9173860803
2015-07-08,311704.71163752227
2015-07-09,313133.2533045068
2015-07-10,319251.38291170745
2015-07-13,321978.2843523279
2015-07-14,323595.53111841826
2015-07-15,322265.04431631713
2015-07-16,324811.60342505126
2015-07-17,324518.3347645059
2015-07-20,325164.93595411925
2015-07-21,324364.3722391382
2015-07-22,324497.8752985254
2015-07-23,324632.1820383325
2015-07-24,319809.3263721719
2015-07-27,314813.36651137023
2015-07-28,317983.49970247893
2015-07-29,320018.36021616607
2015-07-30,320524.11090757995
2015-07-31,322052.4972639337
